1,/commonUISEAPI/getFeatures/,50001165,RESIDENTIAL,INTERNET,PORTAL,FID-250M
2,/commonUISEAPI/getFeatures/,50001167,RESIDENTIAL,VOICE,PORTAL,FID-HVOIP
3,/commonUISEAPI/getFeatures/,51431366,residential,INTERNET,PORTAL,FID-50M
4,/commonUISEAPI/getFeatures/,50009263,fidium%20residential,VOICE,PORTAL,FID-HVBAS
